Source,y_var,X_num1,X_num2,X_num3,X_num4,X_num5,X_cat1,X_cat2,X_cat3,X_cat4,X_cat5
study 10,B,1.4681043966924514,1.2971637705112116,2.1785551822278206,3.3700090343099567,5.645250843126335,A,B,A,C,A
study 56,B,1.2248975050950865,1.1495187862858594,2.328303672865996,3.5618732867970224,6.269061287778592,A,A,B,B,B
study 30,A,0.07009871889265584,0.30239492102354704,1.7181357294475124,2.353340773023726,4.109755673521867,C,A,B,C,B
study 114,A,4.611066375896828,0.7127791311550054,0.5404363216945667,2.9757408072226483,3.790230009072848,C,B,A,B,B
study 109,A,1.2588911558722993,-0.16276663899956878,4.866794866014964,2.9146301145398565,4.6792597723672,C,A,B,C,B
study 5,A,0.33591242172300717,3.2859961483409266,3.0151244503218146,3.9992162144979577,7.090443013786016,C,A,A,B,B
study 119,A,1.2274282410409454,0.6018308803155965,4.791240273786686,5.254218483558651,3.174667489495299,B,A,A,B,B
study 120,A,1.0381400539174521,0.16696869264476888,5.348059011876974,6.180571145319208,6.713716467114158,B,A,B,C,B
study 33,A,1.2817038218366326,3.2622570197239953,3.080126221364316,4.085782925787797,5.063419747389699,B,A,A,C,B
study 118,A,-1.3905755230265493,2.554430531508995,1.0297663024640629,4.684704627143062,2.5208912852620777,A,B,A,B,B
study 65,A,2.9379200448502982,3.206751583923439,2.705717781221301,4.365090708861543,4.307551397651476,C,B,A,A,A
study 18,B,3.023244130658725,3.374124836294982,1.9932845898553178,0.8598415671900121,5.914502109410409,C,B,B,C,B
study 96,B,3.2054811580547287,4.906182345407636,0.029774311417519073,2.278163632209589,7.702720917561142,B,A,A,B,B
study 111,A,1.4881476378044465,1.7659403499602235,2.2474066426066828,5.14189643674711,3.0089409149276483,A,A,B,C,A
study 49,A,1.9937215902467735,-0.18641151849326132,2.8926941819032304,5.287727757879368,0.771235285917113,A,A,A,C,A
study 11,B,-0.29934042201087485,2.406556701143188,2.0350134063530176,5.253412037679956,3.0356707768130953,A,A,A,C,A
study 85,B,2.2493489928960844,0.9964930656802737,1.8426823695727694,3.7332820233049167,6.695623261799759,B,A,A,C,B
study 26,B,1.3776815603409085,0.5637420750266888,1.083696266800568,1.0077483090985382,2.30938743939737,A,A,A,C,B
study 63,B,0.3093900765411366,2.1498877583258613,3.293883222531416,2.4572125214812415,7.245880836319081,A,B,A,A,B
study 89,A,2.297117037461261,3.2986290995143848,5.803903924824361,2.686738231529257,6.82221342164288,A,A,B,A,B
study 86,A,2.35517355413665,0.7460077376055749,4.917935832076721,4.9431528686360675,5.286554363094137,C,B,B,A,A
study 59,A,1.0909132535123995,3.911582130997578,3.9804403319804478,3.4639433553751062,4.060452034479458,B,A,A,B,B
study 27,A,1.6575738701926046,0.5155790614957763,4.013113678396562,6.535600762195627,5.082890938725714,C,B,B,A,B
study 49,A,-0.547575517900341,1.634145168011805,2.8010352836113124,6.201457506791137,5.916631028210153,C,A,B,A,A
study 77,A,2.8647751558215373,2.579461822671302,0.29323023106943946,6.510547669331295,5.687714697087948,B,B,A,B,B
study 33,A,-0.3482197820523525,1.4181511869739127,2.445852465808951,2.625230509535167,7.609489059905158,C,B,B,A,B
study 98,B,-0.05813847211876366,-0.6640035084078053,1.5460834690017744,4.736336818212357,4.609846325260254,A,A,B,C,B
study 105,B,1.0934734681458054,3.3911112376832078,3.232045124017985,3.2837138665931955,3.048735539565503,A,A,B,A,B
study 99,A,2.6717744263276892,1.0648034894659593,4.849822055908132,4.4918077273499355,2.7840789393018124,A,B,B,A,A
study 1,B,2.6709229498234914,3.117347674090539,5.960114385372691,2.79157938588406,2.484063097911274,A,A,A,A,A
study 21,A,0.9927630671423047,0.10378379745850674,3.096931546770798,5.839234551327183,5.294418383803409,B,A,B,C,A
study 112,B,2.159520043380717,0.35984512685538217,0.4992654942339665,2.8196026746941714,4.648446948916314,C,A,A,C,A
study 55,A,-1.533587673993344,3.293650114333036,3.0940140752429675,1.0791414629933538,5.0489819043414075,C,B,A,C,B
study 6,B,-0.07897998519432914,2.510762139113035,3.1347842443700733,7.050671223614742,4.194410688790725,A,A,B,C,B
study 92,B,-0.04842565919540176,1.3421214339729852,4.018265805789298,4.663745019351896,3.3347497119159843,A,B,A,B,B
study 81,A,2.8783193646397263,2.5325473972562564,2.9712066743987537,2.396309853372808,5.921503826941178,C,B,B,C,A
study 69,A,1.9819812443620115,0.5689412966834628,3.0997774109410194,3.7565933273962946,1.3054041502306224,B,A,A,C,A
study 95,A,1.276979163856901,2.165388676233364,2.0519088631694116,3.1347143579246737,3.7976066483693955,C,B,B,C,A
study 5,A,1.4226025957440611,2.192830885085098,2.532147025336682,4.00861217020666,6.179735239952587,A,A,B,C,B
study 102,A,3.3525089140451865,1.439327592213457,3.769848640222774,5.204171253872231,3.648742359945445,A,A,A,B,B
study 3,B,0.7447305002401725,0.7470714416138624,-0.012725574215251001,4.968668639355446,5.587513129697745,B,B,B,A,A
study 53,A,-0.9711009628010596,2.1053728673221905,2.5240671515042625,4.380593530762771,3.7996113566953027,C,B,B,A,A
study 23,B,2.6307927765929566,1.9175282850486526,4.031849951993865,4.007879669964264,4.316232689254569,B,B,B,C,B
study 101,B,1.2727585558075911,1.3012668816205863,5.4610934115083,5.618006136292015,5.862380773707197,B,B,B,C,B
study 53,A,2.4305075172486714,0.4492782947288747,2.402495333804645,1.1118126724946595,3.083227524405301,A,B,A,C,B
study 37,A,0.9328527889202385,2.0187155740032012,4.778054671235681,2.876600960109343,6.1179174951145185,C,A,A,A,A
study 74,A,-0.25803428555583974,1.3050164527450914,5.535035768126915,2.5320057501157485,5.06888073867165,A,B,A,A,A
study 74,B,1.6042325816244651,0.4480135693445999,2.421926398405983,5.509386659504337,6.884658301068545,C,A,B,C,A
study 83,A,1.0152626061121457,2.065294716137167,2.1626872007522704,2.8913610764822932,5.312224957470109,A,A,A,A,A
study 17,B,1.277413424311614,4.412458208083079,2.7268882948621105,2.0710669115643277,3.3957700692809785,A,B,B,B,B
study 85,B,3.424855741176124,1.4497585011393832,2.8770723224053567,4.823991319175399,7.591991632911854,C,B,B,C,B
study 78,A,-0.6480537160770508,4.246664811863035,4.636234001783279,2.636878628635412,3.5210855827967635,C,B,B,C,B
study 73,A,1.428877990713974,5.171497572095143,1.8394122307356064,3.4739102762374636,4.659265873799087,A,B,A,B,A
study 110,B,-0.2284950352380153,0.5698716464334872,5.307098154158204,7.571715851322547,6.43611339044266,C,B,A,B,B
study 1,B,-2.885818959680087,2.0135663122984466,1.798863670910673,5.1807078310052095,2.1801083379745427,A,A,A,A,B
study 51,A,0.9265522164666643,5.155597876724464,1.1033626205736549,3.683439088877988,7.15950347017081,C,A,A,B,B
